,year,unitid,institution_name,city_txt,state_cd,zip_text,classification_code,classification_name,ef_male_count,ef_female_count,ef_total_count,sector_cd,sector_name,sportscode,sum_partic_men,sum_partic_women,rev_men,rev_women,total_rev_menwomen,exp_men,exp_women,total_exp_menwomen,sports
76183,2019,120254,Occidental College,Los Angeles,CA,90041,6,NCAA Division III with football,840,1112,1952,2,"Private nonprofit, 4-year or above",7,59,0,495011,NA,495011,454985,NA,454985,Football
11789,2015,204617,Ohio Dominican University,Columbus,OH,43219,4,NCAA Division II with football,533,580,1113,2,"Private nonprofit, 4-year or above",7,138,0,1902694,NA,1902694,1878344,NA,1878344,Football
29234,2016,204617,Ohio Dominican University,Columbus,OH,43219,4,NCAA Division II with football,476,522,998,2,"Private nonprofit, 4-year or above",7,120,0,1546790,NA,1546790,1525723,NA,1525723,Football
46735,2017,204617,Ohio Dominican University,Columbus,OH,43219,4,NCAA Division II with football,441,479,920,2,"Private nonprofit, 4-year or above",7,110,0,1620674,NA,1620674,1554443,NA,1554443,Football
64470,2018,204617,Ohio Dominican University,Columbus,OH,43219,4,NCAA Division II with football,453,474,927,2,"Private nonprofit, 4-year or above",7,111,0,1452586,NA,1452586,1431841,NA,1431841,Football
111404,2019,204617,Ohio Dominican University,Columbus,OH,43219,4,NCAA Division II with football,430,471,901,2,"Private nonprofit, 4-year or above",7,119,0,1532887,NA,1532887,1493533,NA,1493533,Football
11796,2015,204635,Ohio Northern University,Ada,OH,458101599,6,NCAA Division III with football,1157,925,2082,2,"Private nonprofit, 4-year or above",7,147,0,838521,NA,838521,838521,NA,838521,Football
29241,2016,204635,Ohio Northern University,Ada,OH,45810,6,NCAA Division III with football,1144,903,2047,2,"Private nonprofit, 4-year or above",7,144,0,817629,NA,817629,817629,NA,817629,Football
46742,2017,204635,Ohio Northern University,Ada,OH,45810,6,NCAA Division III with football,1162,917,2079,2,"Private nonprofit, 4-year or above",7,128,0,776458,NA,776458,776458,NA,776458,Football
64477,2018,204635,Ohio Northern University,Ada,OH,45810,6,NCAA Division III with football,1162,943,2105,2,"Private nonprofit, 4-year or above",7,130,0,822136,NA,822136,822136,NA,822136,Football
111417,2019,204635,Ohio Northern University,Ada,OH,45810,6,NCAA Division III with football,1122,956,2078,2,"Private nonprofit, 4-year or above",7,121,0,896066,NA,896066,896066,NA,896066,Football
11814,2015,204796,Ohio State University-Main Campus,Columbus,OH,43210,1,NCAA Division I-FBS,21316,19582,40898,1,"Public, 4-year or above",7,128,0,86646061,NA,86646061,37378146,NA,37378146,Football
29259,2016,204796,Ohio State University-Main Campus,Columbus,OH,43210,1,NCAA Division I-FBS,21559,20107,41666,1,"Public, 4-year or above",7,130,0,89893135,NA,89893135,38446470,NA,38446470,Football
46760,2017,204796,Ohio State University-Main Campus,Columbus,OH,43210,1,NCAA Division I-FBS,21626,20198,41824,1,"Public, 4-year or above",7,128,0,110661057,NA,110661057,46444134,NA,46444134,Football
64495,2018,204796,Ohio State University-Main Campus,Columbus,OH,43210,1,NCAA Division I-FBS,21881,20765,42646,1,"Public, 4-year or above",7,131,0,115091304,NA,115091304,60076743,NA,60076743,Football
111455,2019,204796,Ohio State University-Main Campus,Columbus,OH,43210,1,NCAA Division I-FBS,21770,20816,42586,1,"Public, 4-year or above",7,125,0,115510031,NA,115510031,52616230,NA,52616230,Football
11833,2015,204857,Ohio University-Main Campus,Athens,OH,457012979,1,NCAA Division I-FBS,8293,9062,17355,1,"Public, 4-year or above",7,120,0,9616278,NA,9616278,9037911,NA,9037911,Football
29278,2016,204857,Ohio University-Main Campus,Athens,OH,45701,1,NCAA Division I-FBS,8296,9498,17794,1,"Public, 4-year or above",7,120,0,10705125,NA,10705125,10134888,NA,10134888,Football
46779,2017,204857,Ohio University-Main Campus,Athens,OH,45701,1,NCAA Division I-FBS,8230,9380,17610,1,"Public, 4-year or above",7,120,0,9334446,NA,9334446,9292143,NA,9292143,Football
64514,2018,204857,Ohio University-Main Campus,Athens,OH,45701,1,NCAA Division I-FBS,7723,9245,16968,1,"Public, 4-year or above",7,120,0,9100410,NA,9100410,9100410,NA,9100410,Football
111493,2019,204857,Ohio University-Main Campus,Athens,OH,45701,1,NCAA Division I-FBS,7223,8915,16138,1,"Public, 4-year or above",7,120,0,8798541,NA,8798541,8798541,NA,8798541,Football
11845,2015,204909,Ohio Wesleyan University,Delaware,OH,430152370,6,NCAA Division III with football,787,868,1655,2,"Private nonprofit, 4-year or above",7,100,0,465345,NA,465345,438533,NA,438533,Football
29290,2016,204909,Ohio Wesleyan University,Delaware,OH,43015,6,NCAA Division III with football,777,844,1621,2,"Private nonprofit, 4-year or above",7,102,0,534297,NA,534297,534297,NA,534297,Football
46791,2017,204909,Ohio Wesleyan University,Delaware,OH,43015,6,NCAA Division III with football,724,820,1544,2,"Private nonprofit, 4-year or above",7,117,0,582873,NA,582873,582873,NA,582873,Football
64526,2018,204909,Ohio Wesleyan University,Delaware,OH,43015,6,NCAA Division III with football,707,840,1547,2,"Private nonprofit, 4-year or above",7,93,0,544319,NA,544319,544319,NA,544319,Football
111531,2019,204909,Ohio Wesleyan University,Delaware,OH,43015,6,NCAA Division III with football,654,831,1485,2,"Private nonprofit, 4-year or above",7,88,0,518703,NA,518703,518703,NA,518703,Football
12170,2015,207403,Oklahoma Baptist University,Shawnee,OK,74804,4,NCAA Division II with football,705,1088,1793,2,"Private nonprofit, 4-year or above",7,116,0,1585595,NA,1585595,1585595,NA,1585595,Football
29609,2016,207403,Oklahoma Baptist University,Shawnee,OK,74804,4,NCAA Division II with football,721,1131,1852,2,"Private nonprofit, 4-year or above",7,126,0,1714450,NA,1714450,1714450,NA,1714450,Football
47114,2017,207403,Oklahoma Baptist University,Shawnee,OK,74804,4,NCAA Division II with football,731,1088,1819,2,"Private nonprofit, 4-year or above",7,118,0,1847945,NA,1847945,1847945,NA,1847945,Football
64859,2018,207403,Oklahoma Baptist University,Shawnee,OK,74804,4,NCAA Division II with football,712,1066,1778,2,"Private nonprofit, 4-year or above",7,116,0,1894683,NA,1894683,1894683,NA,1894683,Football
112734,2019,207403,Oklahoma Baptist University,Shawnee,OK,74804,4,NCAA Division II with football,662,1006,1668,2,"Private nonprofit, 4-year or above",7,117,0,1882111,NA,1882111,1882111,NA,1882111,Football
12150,2015,207351,Oklahoma Panhandle State University,Goodwell,OK,739390430,4,NCAA Division II with football,472,423,895,1,"Public, 4-year or above",7,59,0,764583,NA,764583,723441,NA,723441,Football
29589,2016,207351,Oklahoma Panhandle State University,Goodwell,OK,73939,4,NCAA Division II with football,474,411,885,1,"Public, 4-year or above",7,116,0,709681,NA,709681,651549,NA,651549,Football
12160,2015,207388,Oklahoma State University-Main Campus,Stillwater,OK,740781015,1,NCAA Division I-FBS,9362,8875,18237,1,"Public, 4-year or above",7,135,0,47760618,NA,47760618,19445963,NA,19445963,Football
29599,2016,207388,Oklahoma State University-Main Campus,Stillwater,OK,74078,1,NCAA Division I-FBS,9286,9044,18330,1,"Public, 4-year or above",7,137,0,42225614,NA,42225614,19321071,NA,19321071,Football
47104,2017,207388,Oklahoma State University-Main Campus,Stillwater,OK,74078,1,NCAA Division I-FBS,9227,8923,18150,1,"Public, 4-year or above",7,131,0,45717019,NA,45717019,22467863,NA,22467863,Football
64849,2018,207388,Oklahoma State University-Main Campus,Stillwater,OK,74078,1,NCAA Division I-FBS,8939,8720,17659,1,"Public, 4-year or above",7,135,0,52218241,NA,52218241,24289694,NA,24289694,Football
112696,2019,207388,Oklahoma State University-Main Campus,Stillwater,OK,74078,1,NCAA Division I-FBS,8707,8531,17238,1,"Public, 4-year or above",7,122,0,53503014,NA,53503014,24398875,NA,24398875,Football
15778,2015,232982,Old Dominion University,Norfolk,VA,23529,1,NCAA Division I-FBS,7176,8143,15319,1,"Public, 4-year or above",7,116,0,9634722,NA,9634722,9634722,NA,9634722,Football
33252,2016,232982,Old Dominion University,Norfolk,VA,23529,1,NCAA Division I-FBS,7030,8143,15173,1,"Public, 4-year or above",7,118,0,10391676,NA,10391676,10391676,NA,10391676,Football
50795,2017,232982,Old Dominion University,Norfolk,VA,23529,1,NCAA Division I-FBS,6805,8216,15021,1,"Public, 4-year or above",7,117,0,10694948,NA,10694948,10694948,NA,10694948,Football
68540,2018,232982,Old Dominion University,Norfolk,VA,23529,1,NCAA Division I-FBS,6747,8234,14981,1,"Public, 4-year or above",7,119,0,11415018,NA,11415018,11415018,NA,11415018,Football
125848,2019,232982,Old Dominion University,Norfolk,VA,23529,1,NCAA Division I-FBS,6584,8096,14680,1,"Public, 4-year or above",7,118,0,12279870,NA,12279870,12279870,NA,12279870,Football
7376,2015,171599,Olivet College,Olivet,MI,49076,6,NCAA Division III with football,528,346,874,2,"Private nonprofit, 4-year or above",7,134,0,761385,NA,761385,761385,NA,761385,Football
24783,2016,171599,Olivet College,Olivet,MI,49076,6,NCAA Division III with football,566,382,948,2,"Private nonprofit, 4-year or above",7,149,0,537264,NA,537264,516703,NA,516703,Football
42281,2017,171599,Olivet College,Olivet,MI,49076,6,NCAA Division III with football,601,397,998,2,"Private nonprofit, 4-year or above",7,156,0,493042,NA,493042,493042,NA,493042,Football
59986,2018,171599,Olivet College,Olivet,MI,49076,6,NCAA Division III with football,537,396,933,2,"Private nonprofit, 4-year or above",7,140,0,565749,NA,565749,515919,NA,515919,Football
96063,2019,171599,Olivet College,Olivet,MI,49076,6,NCAA Division III with football,554,405,959,2,"Private nonprofit, 4-year or above",7,160,0,686743,NA,686743,620147,NA,620147,Football
12388,2015,209542,Oregon State University,Corvallis,OR,97331,1,NCAA Division I-FBS,9721,8359,18080,1,"Public, 4-year or above",7,109,0,32941918,NA,32941918,15745809,NA,15745809,Football
29835,2016,209542,Oregon State University,Corvallis,OR,97331,1,NCAA Division I-FBS,9951,8444,18395,1,"Public, 4-year or above",7,105,0,33866008,NA,33866008,16354490,NA,16354490,Football
47329,2017,209542,Oregon State University,Corvallis,OR,97331,1,NCAA Division I-FBS,9948,8446,18394,1,"Public, 4-year or above",7,109,0,35238292,NA,35238292,17323268,NA,17323268,Football
65075,2018,209542,Oregon State University,Corvallis,OR,97331,1,NCAA Division I-FBS,9795,8395,18190,1,"Public, 4-year or above",7,120,0,35844057,NA,35844057,23695109,NA,23695109,Football
113674,2019,209542,Oregon State University,Corvallis,OR,97331,1,NCAA Division I-FBS,9742,8446,18188,1,"Public, 4-year or above",7,126,0,35619476,NA,35619476,21931124,NA,21931124,Football
11856,2015,204936,Otterbein University,Westerville,OH,43081,6,NCAA Division III with football,819,1277,2096,2,"Private nonprofit, 4-year or above",7,124,0,415281,NA,415281,415281,NA,415281,Football
29301,2016,204936,Otterbein University,Westerville,OH,43081,6,NCAA Division III with football,884,1363,2247,2,"Private nonprofit, 4-year or above",7,110,0,445470,NA,445470,445470,NA,445470,Football
46802,2017,204936,Otterbein University,Westerville,OH,43081,6,NCAA Division III with football,860,1393,2253,2,"Private nonprofit, 4-year or above",7,107,0,387611,NA,387611,387611,NA,387611,Football
64539,2018,204936,Otterbein University,Westerville,OH,43081,6,NCAA Division III with football,865,1383,2248,2,"Private nonprofit, 4-year or above",7,113,0,408392,NA,408392,341272,NA,341272,Football
111566,2019,204936,Otterbein University,Westerville,OH,43081,6,NCAA Division III with football,909,1398,2307,2,"Private nonprofit, 4-year or above",7,140,0,407110,NA,407110,414524,NA,414524,Football
589,2015,107512,Ouachita Baptist University,Arkadelphia,AR,719980001,4,NCAA Division II with football,688,757,1445,2,"Private nonprofit, 4-year or above",7,100,0,1771046,NA,1771046,1710909,NA,1710909,Football
17935,2016,107512,Ouachita Baptist University,Arkadelphia,AR,71998,4,NCAA Division II with football,679,782,1461,2,"Private nonprofit, 4-year or above",7,102,0,2037974,NA,2037974,1949086,NA,1949086,Football
35364,2017,107512,Ouachita Baptist University,Arkadelphia,AR,71998,4,NCAA Division II with football,671,825,1496,2,"Private nonprofit, 4-year or above",7,105,0,2189188,NA,2189188,2105869,NA,2105869,Football
52984,2018,107512,Ouachita Baptist University,Arkadelphia,AR,71998,4,NCAA Division II with football,684,842,1526,2,"Private nonprofit, 4-year or above",7,102,0,2235543,NA,2235543,2094732,NA,2094732,Football
72855,2019,107512,Ouachita Baptist University,Arkadelphia,AR,71998,4,NCAA Division II with football,637,867,1504,2,"Private nonprofit, 4-year or above",7,120,0,2332424,NA,2332424,2260786,NA,2260786,Football
105776,2019,194310,Pace University,New York,NY,10038,4,NCAA Division II with football,2878,4916,7794,2,"Private nonprofit, 4-year or above",7,94,0,1489826,NA,1489826,1446573,NA,1446573,Football
10151,2015,194310,Pace University-New York,New York,NY,100381598,4,NCAA Division II with football,2956,4574,7530,2,"Private nonprofit, 4-year or above",7,82,0,1814227,NA,1814227,1814227,NA,1814227,Football
27572,2016,194310,Pace University-New York,New York,NY,10038,4,NCAA Division II with football,2957,4697,7654,2,"Private nonprofit, 4-year or above",7,89,0,1791415,NA,1791415,1763487,NA,1763487,Football
45059,2017,194310,Pace University-New York,New York,NY,10038,4,NCAA Division II with football,2986,4849,7835,2,"Private nonprofit, 4-year or above",7,96,0,1741207,NA,1741207,1715427,NA,1715427,Football
62766,2018,194310,Pace University-New York,New York,NY,10038,4,NCAA Division II with football,2979,4914,7893,2,"Private nonprofit, 4-year or above",7,94,0,1546111,NA,1546111,1534076,NA,1534076,Football
16086,2015,236230,Pacific Lutheran University,Tacoma,WA,984470003,6,NCAA Division III with football,1034,1717,2751,2,"Private nonprofit, 4-year or above",7,93,0,408299,NA,408299,371751,NA,371751,Football
33560,2016,236230,Pacific Lutheran University,Tacoma,WA,98447,6,NCAA Division III with football,987,1703,2690,2,"Private nonprofit, 4-year or above",7,83,0,521009,NA,521009,497475,NA,497475,Football
51115,2017,236230,Pacific Lutheran University,Tacoma,WA,98447,6,NCAA Division III with football,963,1665,2628,2,"Private nonprofit, 4-year or above",7,92,0,587614,NA,587614,587614,NA,587614,Football
68862,2018,236230,Pacific Lutheran University,Tacoma,WA,98447,6,NCAA Division III with football,969,1738,2707,2,"Private nonprofit, 4-year or above",7,84,0,647753,NA,647753,647753,NA,647753,Football
127227,2019,236230,Pacific Lutheran University,Tacoma,WA,98447,6,NCAA Division III with football,951,1672,2623,2,"Private nonprofit, 4-year or above",7,105,0,583198,NA,583198,586553,NA,586553,Football
12411,2015,209612,Pacific University,Forest Grove,OR,97116,6,NCAA Division III with football,752,1112,1864,2,"Private nonprofit, 4-year or above",7,142,0,793497,NA,793497,793497,NA,793497,Football
29858,2016,209612,Pacific University,Forest Grove,OR,97116,6,NCAA Division III with football,755,1060,1815,2,"Private nonprofit, 4-year or above",7,139,0,790771,NA,790771,790771,NA,790771,Football
47352,2017,209612,Pacific University,Forest Grove,OR,97116,6,NCAA Division III with football,728,1050,1778,2,"Private nonprofit, 4-year or above",7,122,0,754545,NA,754545,754545,NA,754545,Football
65098,2018,209612,Pacific University,Forest Grove,OR,97116,6,NCAA Division III with football,683,1099,1782,2,"Private nonprofit, 4-year or above",7,105,0,756187,NA,756187,756187,NA,756187,Football
113750,2019,209612,Pacific University,Forest Grove,OR,97116,6,NCAA Division III with football,642,1082,1724,2,"Private nonprofit, 4-year or above",7,119,0,732312,NA,732312,732312,NA,732312,Football
13324,2015,214777,Pennsylvania State University-Main Campus,University Park,PA,168021503,1,NCAA Division I-FBS,20986,18308,39294,1,"Public, 4-year or above",7,128,0,75462597,NA,75462597,36163151,NA,36163151,Football
30783,2016,214777,Pennsylvania State University-Main Campus,University Park,PA,16802,1,NCAA Division I-FBS,21204,18679,39883,1,"Public, 4-year or above",7,117,0,81106066,NA,81106066,39163720,NA,39163720,Football
48290,2017,214777,Pennsylvania State University-Main Campus,University Park,PA,16802,1,NCAA Division I-FBS,21053,18630,39683,1,"Public, 4-year or above",7,124,0,100098956,NA,100098956,45569892,NA,45569892,Football
66041,2018,214777,Pennsylvania State University-Main Campus,University Park,PA,16802,1,NCAA Division I-FBS,20781,18486,39267,1,"Public, 4-year or above",7,127,0,100133983,NA,100133983,48538956,NA,48538956,Football
116730,2019,214777,Pennsylvania State University-Main Campus,University Park,PA,16802,1,NCAA Division I-FBS,35954,30325,66279,1,"Public, 4-year or above",7,123,0,101678317,NA,101678317,50608202,NA,50608202,Football
5382,2015,155681,Pittsburg State University,Pittsburg,KS,66762,4,NCAA Division II with football,2837,2520,5357,1,"Public, 4-year or above",7,138,0,2134749,NA,2134749,1813797,NA,1813797,Football
22750,2016,155681,Pittsburg State University,Pittsburg,KS,66762,4,NCAA Division II with football,2776,2471,5247,1,"Public, 4-year or above",7,140,0,1957083,NA,1957083,1957084,NA,1957084,Football
